,conf,prediction,true
2854,0.57155544,2,0
2855,0.57155555,2,0
2856,0.5715571,2,2
2857,0.57155573,2,1
2858,0.57155687,2,2
2859,0.57155555,2,2
2860,0.57155526,2,1
2861,0.5715566,2,2
2862,0.57155555,2,0
2863,0.5715567,2,2
2864,0.5715552,2,0
2865,0.57155555,2,0
2866,0.5715562,2,1
2867,0.57155555,2,2
2868,0.571555,2,1
2869,0.57155603,2,1
2870,0.57155627,2,0
2871,0.5715551,2,1
2872,0.5715553,2,0
2873,0.5715557,2,1
2874,0.5715549,2,1
2875,0.57155603,2,2
2876,0.57155573,2,2
2877,0.5715557,2,2
2878,0.5715559,2,2
2879,0.57155603,2,2
2880,0.571557,2,0
2881,0.5715559,2,0
2882,0.5715558,2,2
2883,0.57155555,2,2
2884,0.5715557,2,2
2885,0.57155627,2,2
2886,0.57155544,2,2
2887,0.57155716,2,2
2888,0.5715562,2,2
2889,0.5715556,2,2
2890,0.5715565,2,2
2891,0.571556,2,1
2892,0.5715574,2,2
2893,0.57155555,2,0
2894,0.5715553,2,0
2895,0.57155526,2,1
2896,0.57155585,2,2
2897,0.5715559,2,0
2898,0.5715562,2,2
2899,0.571557,2,2
2900,0.5715558,2,0
2901,0.57155603,2,2
2902,0.5715544,2,0
2903,0.5715567,2,2
2904,0.5715553,2,0
2905,0.5715565,2,2
2906,0.57155645,2,1
2907,0.5715555,2,2
2908,0.5715557,2,2
2909,0.5715558,2,0
2910,0.5715553,2,0
2911,0.57155454,2,2
2912,0.57155526,2,2
2913,0.5715553,2,1
2914,0.57155544,2,0
2915,0.57155615,2,2
2916,0.5715567,2,2
2917,0.57155585,2,0
2918,0.5715551,2,0
2919,0.57155555,2,2
2920,0.5715557,2,2
2921,0.5715558,2,0
2922,0.5715547,2,1
2923,0.5715561,2,1
2924,0.5715552,2,0
2925,0.571555,2,0
2926,0.5715553,2,2
2927,0.57155544,2,1
2928,0.62488973,2,1
2929,0.6248718,2,2
2930,0.6249525,2,2
2931,0.62492007,2,2
2932,0.6248691,2,0
2933,0.6248759,2,2
2934,0.6249266,2,2
2935,0.6249597,2,0
2936,0.62493795,2,1
2937,0.62497485,2,2
2938,0.62495357,2,2
2939,0.6249642,2,2
2940,0.6248618,2,2
2941,0.62497115,2,1
2942,0.6248455,2,2
2943,0.6249488,2,2
2944,0.6249711,2,0
2945,0.62486124,2,1
2946,0.62496907,2,0
2947,0.62493396,2,2
2948,0.6249439,2,2
2949,0.62489057,2,0
2950,0.6249439,2,1
2951,0.6249478,2,2
2952,0.6249479,2,0
2953,0.6247041,2,2
2954,0.6249617,2,0
2955,0.62493646,2,2
2956,0.6249609,2,2
2957,0.6249461,2,2
2958,0.62493455,2,1
2959,0.6249533,2,0
2960,0.6249637,2,2
2961,0.6249792,2,1
2962,0.6249473,2,2
2963,0.62493116,2,0
2964,0.62497485,2,1
2965,0.62492406,2,2
2966,0.6248721,2,2
2967,0.6249613,2,2
2968,0.62496114,2,0
2969,0.624888,2,2
2970,0.6249775,2,1
2971,0.6249723,2,2
2972,0.62495726,2,2
2973,0.6249731,2,2
2974,0.62500775,2,2
2975,0.62497,2,0
2976,0.62496746,2,1
2977,0.6249589,2,2
2978,0.62493473,2,2
2979,0.6249421,2,2
2980,0.624953,2,2
2981,0.6249492,2,2
2982,0.6249167,2,2
2983,0.6249696,2,2
2984,0.6249234,2,2
2985,0.62492913,2,2
2986,0.624973,2,1
2987,0.6248284,2,0
2988,0.6249381,2,0
2989,0.6249647,2,2
2990,0.62498116,2,0
2991,0.6248606,2,2
2992,0.6249105,2,2
2993,0.62490153,2,2
2994,0.6249421,2,2
2995,0.6249792,2,0
2996,0.6249773,2,2
2997,0.62494266,2,2
2998,0.62492585,2,2
2999,0.6249868,2,0
3000,0.624966,2,1
3001,0.6249627,2,0
3002,0.6248275,2,2
3003,0.6249626,2,1
3004,0.6249027,2,2
3005,0.62495154,2,2
3006,0.62494177,2,2
3007,0.62497216,2,2
3008,0.62491584,2,2
3009,0.62491745,2,0
3010,0.6249675,2,2
3011,0.62476116,2,2
3012,0.62495995,2,1
3013,0.62493813,2,2
3014,0.6249341,2,2
3015,0.6248901,2,0
3016,0.62498134,2,2
3017,0.62494856,2,2
3018,0.62496114,2,2
3019,0.62496066,2,0
3020,0.6249753,2,2
3021,0.6249706,2,0
3022,0.624977,2,2
3023,0.6249414,2,2
3024,0.6249549,2,2
3025,0.624942,2,0
3026,0.6249845,2,2
3027,0.6249828,2,1
3028,0.62497854,2,0
3029,0.62492895,2,2
3030,0.6248659,2,2
3031,0.6249644,2,2
3032,0.62489593,2,2
3033,0.62494725,2,2
3034,0.6249388,2,2
3035,0.62495524,2,1
3036,0.62496704,2,2
3037,0.6249628,2,2
3038,0.62490547,2,2
3039,0.6249653,2,2
3040,0.62480474,2,2
3041,0.6249671,2,2
3042,0.62493676,2,2
3043,0.6249581,2,1
3044,0.6249098,2,0
3045,0.62484974,2,2
3046,0.6249458,2,0
3047,0.6249483,2,2
3048,0.62496924,2,2
3049,0.62495995,2,0
3050,0.6248737,2,2
3051,0.6249201,2,2
3052,0.62493277,2,0
3053,0.624946,2,1
3054,0.62494606,2,2
3055,0.6249591,2,2
3056,0.62496984,2,0
3057,0.62496555,2,0
3058,0.62499326,2,0
3059,0.6249479,2,0
3060,0.62496406,2,2
3061,0.6249514,2,2
3062,0.62488544,2,2
3063,0.624959,2,2
3064,0.6249632,2,2
3065,0.62495553,2,2
3066,0.6249758,2,2
3067,0.62497103,2,0
3068,0.6249436,2,2
3069,0.6247515,2,2
3070,0.6249611,2,2
3071,0.62493855,2,2
3072,0.6249888,2,0
3073,0.62490207,2,2
3074,0.6249592,2,1
3075,0.6249728,2,2
3076,0.6249658,2,2
3077,0.624915,2,2
3078,0.62496054,2,2
3079,0.62496066,2,1
3080,0.6249426,2,2
3081,0.624926,2,1
3082,0.6249724,2,2
3083,0.6248718,2,2
3084,0.62496877,2,1
3085,0.6249767,2,2
3086,0.62496465,2,2
3087,0.62495327,2,1
3088,0.624983,2,2
3089,0.62497705,2,2
3090,0.62493634,2,2
3091,0.6249377,2,2
3092,0.6248733,2,2
3093,0.624956,2,2
3094,0.6250056,2,2
3095,0.6248989,2,2
3096,0.6249692,2,2
3097,0.6249467,2,2
3098,0.6249735,2,2
3099,0.62496585,2,0
3100,0.6249317,2,2
3101,0.62495136,2,2
3102,0.6249762,2,1
3103,0.6247939,2,2
3104,0.62478256,2,2
3105,0.6249624,2,1
3106,0.6249536,2,1
3107,0.624886,2,2
3108,0.62496835,2,2
3109,0.6248851,2,2
3110,0.6249674,2,2
3111,0.624941,2,2
3112,0.62491846,2,0
3113,0.62491006,2,0
3114,0.6249648,2,2
3115,0.6249637,2,2
3116,0.6249454,2,2
3117,0.624895,2,2
3118,0.6249745,2,1
3119,0.62492627,2,2
3120,0.62497365,2,2
3121,0.62488157,2,2
3122,0.6249601,2,1
3123,0.6249747,2,1
3124,0.62490547,2,1
3125,0.6248983,2,0
3126,0.62496054,2,2
3127,0.62497336,2,0
3128,0.6249721,2,2
3129,0.6249035,2,2
3130,0.6249712,2,2
3131,0.62493855,2,2
3132,0.62495023,2,2
3133,0.6249435,2,2
3134,0.624964,2,0
3135,0.6248981,2,2
3136,0.6249558,2,2
3137,0.6249275,2,2
3138,0.6249644,2,0
3139,0.6249553,2,0
3140,0.6249616,2,1
3141,0.6249392,2,2
3142,0.6249421,2,2
3143,0.624953,2,2
3144,0.62478286,2,2
3145,0.6249403,2,2
3146,0.6249811,2,0
3147,0.62495995,2,2
3148,0.62496454,2,2
3149,0.62490183,2,2
3150,0.6249811,2,0
3151,0.6249606,2,0
3152,0.624848,2,2
3153,0.62492037,2,2
3154,0.6249154,2,0
3155,0.6249782,2,1
3156,0.62499595,2,2
3157,0.6249399,2,2
3158,0.6249632,2,2
3159,0.6249457,2,2
3160,0.624975,2,0
3161,0.62496775,2,1
3162,0.6249203,2,2
3163,0.62480515,2,2
3164,0.62497115,2,2
3165,0.624972,2,2
3166,0.6248999,2,2
3167,0.62496156,2,2
3168,0.62497455,2,1
3169,0.62491345,2,0
3170,0.62496597,2,0
3171,0.62493974,2,2
3172,0.6249379,2,0
3173,0.62496454,2,2
3174,0.62496054,2,2
3175,0.6248967,2,2
3176,0.6249315,2,2
3177,0.62498796,2,2
3178,0.6249589,2,2
3179,0.62497187,2,2
3180,0.6249271,2,2
3181,0.62493956,2,0
3182,0.6249371,2,0
3183,0.62487733,2,2
3184,0.62497395,2,2
3185,0.62497705,2,1
3186,0.62491655,2,2
3187,0.624959,2,2
3188,0.62497455,2,1
3189,0.62486905,2,2
3190,0.62496465,2,2
3191,0.6249787,2,1
3192,0.62496656,2,2
3193,0.62495524,2,1
3194,0.624962,2,2
3195,0.62496793,2,0
3196,0.62497026,2,2
3197,0.62492627,2,2
3198,0.624979,2,2
3199,0.6249519,2,2
3200,0.62496835,2,2
3201,0.6249621,2,2
3202,0.6249659,2,2
3203,0.6249692,2,1
3204,0.6249054,2,2
3205,0.62496567,2,1
3206,0.6249711,2,1
3207,0.6247784,2,0
3208,0.6249314,2,2
3209,0.6249514,2,2
3210,0.6249685,2,0
3211,0.6249186,2,0
3212,0.6248747,2,2
3213,0.62498677,2,2
3214,0.6249707,2,0
3215,0.62492657,2,2
3216,0.624956,2,0
3217,0.62483376,2,2
3218,0.6248952,2,2
3219,0.6249623,2,2
3220,0.6249475,2,2
3221,0.6249677,2,2
3222,0.62477314,2,2
3223,0.6249508,2,2
3224,0.6249394,2,2
3225,0.62496835,2,1
3226,0.6249686,2,1
3227,0.6249156,2,2
3228,0.6249276,2,2
3229,0.6249714,2,1
3230,0.62491965,2,2
3231,0.62487227,2,2
3232,0.62474453,2,2
3233,0.6249499,2,2
3234,0.62491846,2,2
3235,0.6249609,2,1
3236,0.6249093,2,2
3237,0.62482107,2,0
3238,0.6249368,2,2
3239,0.6248505,2,2
3240,0.6249139,2,2
3241,0.62497795,2,2
3242,0.62492806,2,2
3243,0.624972,2,1
3244,0.62496454,2,2
3245,0.624966,2,2
3246,0.6249547,2,2
3247,0.62483126,2,2
3248,0.62484455,2,2
3249,0.62494916,2,2
3250,0.62491405,2,0
3251,0.6249655,2,0
3252,0.6249453,2,2
3253,0.6249624,2,2
3254,0.6249524,2,2
3255,0.62491983,2,2
3256,0.624925,2,2
3257,0.6249709,2,1
3258,0.62496793,2,1
3259,0.6249407,2,2
3260,0.6249727,2,0
3261,0.624979,2,2
3262,0.62496024,2,0
3263,0.62492955,2,1
3264,0.6249684,2,2
3265,0.6249539,2,0
3266,0.6249581,2,1
3267,0.6249712,2,0
3268,0.6249425,2,1
3269,0.6249286,2,2
3270,0.6249627,2,2
3271,0.62493193,2,0
3272,0.6249633,2,0
3273,0.6249732,2,1
3274,0.6247538,2,2
3275,0.6249415,2,0
3276,0.6249697,2,2
3277,0.62488025,2,2
3278,0.62486297,2,2
3279,0.6249043,2,2
3280,0.62496805,2,0
3281,0.62494284,2,2
3282,0.6249271,2,2
3283,0.62488776,2,2
3284,0.62490475,2,2
3285,0.6249388,2,2
3286,0.6247676,2,2
3287,0.62495315,2,0
3288,0.6248977,2,0
3289,0.62492454,2,2
3290,0.6248396,2,2
3291,0.62480575,2,2
3292,0.6249695,2,2
3293,0.6249247,2,2
3294,0.6249728,2,2
3295,0.62495035,2,0
3296,0.62494105,2,1
3297,0.62484634,2,2
3298,0.62494415,2,1
3299,0.6249369,2,2
3300,0.62494874,2,2
3301,0.6249482,2,0
3302,0.62498176,2,1
3303,0.62497246,2,1
3304,0.62495565,2,2
3305,0.624939,2,1
3306,0.6249294,2,2
3307,0.62498116,2,0
3308,0.6249641,2,2
3309,0.62497693,2,1
3310,0.62487584,2,2
3311,0.6248621,2,2
3312,0.6249788,2,2
3313,0.6249688,2,2
3314,0.6249094,2,2
3315,0.6249757,2,2
3316,0.6248954,2,0
3317,0.6249732,2,0
3318,0.6249573,2,1
3319,0.6249665,2,0
3320,0.6249079,2,2
3321,0.6249384,2,2
3322,0.62484294,2,2
3323,0.62493825,2,0
3324,0.6249694,2,0
3325,0.62502396,2,2
3326,0.62497216,2,2
3327,0.62492824,2,0
3328,0.624872,2,2
3329,0.62484443,2,2
3330,0.6249199,2,2
3331,0.6249448,2,2
3332,0.62496895,2,2
3333,0.6248008,2,2
3334,0.62496716,2,1
3335,0.62495375,2,0
3336,0.62495494,2,0
3337,0.62488467,2,2
3338,0.6249358,2,2
3339,0.6249588,2,2
3340,0.62483275,2,2
3341,0.6249058,2,2
3342,0.6249567,2,2
3343,0.62497056,2,0
3344,0.6249743,2,1
3345,0.6249646,2,2
3346,0.62496877,2,2
3347,0.62496084,2,2
3348,0.62495345,2,2
3349,0.6249693,2,0
3350,0.6249581,2,1
3351,0.6247767,2,0
3352,0.6249662,2,1
3353,0.6249652,2,2
3354,0.62495786,2,0
3355,0.6249677,2,1
3356,0.62495476,2,0
3357,0.62495476,2,2
3358,0.6249509,2,1
3359,0.6248999,2,2
3360,0.62493694,2,2
3361,0.62495905,2,0
3362,0.624899,2,2
3363,0.62482625,2,0
3364,0.62495816,2,2
3365,0.62496525,2,0
3366,0.624925,2,0
3367,0.62493277,2,2
3368,0.6249722,2,1
3369,0.62487173,2,2
3370,0.6249247,2,2
3371,0.62497693,2,2
3372,0.6249652,2,2
3373,0.6248684,2,0
3374,0.62497526,2,0
3375,0.6249568,2,0
3376,0.62493855,2,2
3377,0.62491286,2,2
3378,0.6249217,2,2
3379,0.624961,2,0
3380,0.62469435,2,2
3381,0.62497485,2,0
3382,0.6249707,2,0
3383,0.6249211,2,1
3384,0.62493366,2,2
3385,0.6249946,2,1
3386,0.62487096,2,0
3387,0.62480766,2,2
3388,0.6249424,2,1
3389,0.6249742,2,2
3390,0.62492836,2,2
3391,0.624966,2,2
3392,0.6249422,2,2
3393,0.6249418,2,1
3394,0.62497026,2,0
3395,0.6249758,2,2
3396,0.624915,2,2
3397,0.6249755,2,2
3398,0.62492627,2,2
3399,0.62494314,2,1
3400,0.62497157,2,1
3401,0.6249512,2,2
3402,0.6249514,2,2
3403,0.62482625,2,2
3404,0.62493813,2,2
3405,0.62496686,2,2
3406,0.62492627,2,2
3407,0.6249492,2,2
3408,0.6249805,2,2
3409,0.62471515,2,2
3410,0.6249321,2,2
3411,0.6249647,2,2
3412,0.6249506,2,2
3413,0.62496907,2,2
3414,0.6248747,2,2
3415,0.624919,2,1
3416,0.62497336,2,0
3417,0.6249499,2,1
3418,0.6249453,2,2
3419,0.62494326,2,1
3420,0.62496835,2,0
3421,0.6249093,2,2
3422,0.6248549,2,2
3423,0.62496,2,2
3424,0.6249802,2,0
3425,0.62494993,2,2
3426,0.62494665,2,0
3427,0.62493426,2,2
3428,0.62492055,2,2
3429,0.624957,2,2
3430,0.6249562,2,2
3431,0.6249645,2,1
3432,0.62488735,2,1
3433,0.6249357,2,0
3434,0.62498176,2,0
3435,0.6249213,2,2
3436,0.6249792,2,1
3437,0.62488693,2,0
3438,0.62492746,2,2
3439,0.62496644,2,2
3440,0.6249717,2,2
3441,0.6248963,2,2
3442,0.62496305,2,1
3443,0.6249484,2,0
3444,0.624966,2,2
3445,0.62497264,2,2
3446,0.62495875,2,0
3447,0.62488496,2,2
3448,0.6248634,2,2
3449,0.6249681,2,0
3450,0.6249632,2,1
3451,0.6249122,2,2
3452,0.6249515,2,2
3453,0.62496954,2,0
3454,0.62495047,2,0
3455,0.6249287,2,2
3456,0.6249401,2,2
3457,0.6248555,2,2
3458,0.62496847,2,2
3459,0.62494284,2,2
3460,0.624945,2,2
3461,0.6249637,2,2
3462,0.62496364,2,0
3463,0.62496835,2,1
3464,0.6247597,2,2
3465,0.62497026,2,0
3466,0.62492937,2,1
3467,0.6249128,2,0
3468,0.6248712,2,2
3469,0.6249489,2,2
3470,0.62494034,2,2
3471,0.624889,2,2
3472,0.6249817,2,1
3473,0.6248224,2,2
3474,0.62496537,2,0
3475,0.6249452,2,2
3476,0.62495536,2,2
3477,0.6248598,2,2
3478,0.62496644,2,2
3479,0.6249697,2,1
3480,0.6248546,2,2
3481,0.62495565,2,2
3482,0.62482744,2,1
3483,0.62486327,2,2
3484,0.62490845,2,2
3485,0.6249069,2,1
3486,0.6249496,2,2
3487,0.6249569,2,2
3488,0.62496775,2,1
3489,0.6249613,2,2
3490,0.62497795,2,1
3491,0.6249798,2,0
3492,0.6249635,2,2
3493,0.6249698,2,2
3494,0.62483114,2,2
3495,0.6249755,2,2
3496,0.62491685,2,2
3497,0.62480974,2,2
3498,0.62496877,2,0
3499,0.6249229,2,2
3500,0.62494045,2,2
3501,0.6249392,2,2
3502,0.6249175,2,2
3503,0.6248727,2,2
3504,0.6248015,2,0
3505,0.62492967,2,2
3506,0.6249586,2,2
3507,0.6249488,2,2
3508,0.6249553,2,0
3509,0.62492985,2,2
3510,0.62492347,2,2
3511,0.6249074,2,2
3512,0.6249615,2,0
3513,0.6249468,2,2
3514,0.6247646,2,1
3515,0.6249756,2,1
3516,0.6249698,2,0
3517,0.6248962,2,2
3518,0.62496656,2,1
3519,0.6249472,2,2
3520,0.6249427,2,0
3521,0.62495655,2,2
3522,0.62492985,2,0
3523,0.6249271,2,2
3524,0.6249478,2,2
3525,0.62495905,2,1
3526,0.6249471,2,1
3527,0.6249392,2,2
3528,0.624956,2,2
3529,0.62489,2,2
3530,0.6249326,2,2
3531,0.62495583,2,0
3532,0.6249711,2,2
3533,0.6248023,2,2
3534,0.62497604,2,2
3535,0.6249825,2,0
3536,0.6247945,2,2
3537,0.6249113,2,2
3538,0.62495846,2,2
3539,0.6249576,2,2
3540,0.6248567,2,2
3541,0.6247367,2,2
3542,0.6248387,2,2
3543,0.62496334,2,2
3544,0.6249613,2,2
3545,0.62496454,2,1
3546,0.6249308,2,2
3547,0.624938,2,0
3548,0.6249129,2,2
3549,0.62493515,2,2
3550,0.6249198,2,2
3551,0.6249704,2,0
3552,0.6249667,2,2
3553,0.6249654,2,2
3554,0.6249548,2,2
3555,0.6249534,2,2
3556,0.6249728,2,0
3557,0.6249451,2,1
3558,0.6248655,2,2
3559,0.6249723,2,2
3560,0.62494713,2,2
3561,0.6249381,2,1
3562,0.6247654,2,2
3563,0.62495047,2,0
3564,0.6249743,2,0
3565,0.62496394,2,0
3566,0.6247898,2,2
3567,0.6249585,2,1
3568,0.6248953,2,2
3569,0.6249728,2,2
3570,0.62497354,2,1
3571,0.6249654,2,2
3572,0.6249133,2,2
3573,0.62497723,2,1
3574,0.6249599,2,2
3575,0.62483424,2,2
3576,0.62493825,2,2
3577,0.62494147,2,2
3578,0.62486255,2,0
3579,0.62487817,2,0
3580,0.62496734,2,2
3581,0.62491447,2,2
3582,0.6249403,2,0
3583,0.624898,2,2
3584,0.62491244,2,2
3585,0.6248734,2,1
3586,0.62488765,2,2
3587,0.6249652,2,2
3588,0.62493366,2,1
3589,0.6249825,2,2
3590,0.6249739,2,0
3591,0.6249488,2,2
3592,0.6248697,2,2
3593,0.6249392,2,2
3594,0.6249553,2,2
3595,0.62481165,2,2
3596,0.6249708,2,0
3597,0.6249583,2,2
3598,0.6248746,2,2
3599,0.6249546,2,2
3600,0.6249326,2,2
3601,0.62486225,2,0
3602,0.6249479,2,2
3603,0.6249807,2,2
3604,0.6249648,2,0
3605,0.62493306,2,2
3606,0.6249782,2,1
3607,0.6249118,2,2
3608,0.6247731,2,2
3609,0.62496966,2,2
3610,0.62488633,2,2
3611,0.6249595,2,2
3612,0.62497216,2,2
3613,0.6249007,2,2
3614,0.6249926,2,2
3615,0.62495154,2,0
3616,0.6249741,2,2
3617,0.62495285,2,2
3618,0.62496805,2,2
3619,0.62488437,2,2
3620,0.624924,2,0
3621,0.62494326,2,0
3622,0.62496006,2,0
3623,0.6249553,2,2
3624,0.624962,2,2
3625,0.6249753,2,2
3626,0.6249897,2,2
3627,0.6248894,2,2
3628,0.6249583,2,2
3629,0.62493324,2,2
3630,0.6249219,2,2
3631,0.6249629,2,2
3632,0.62495524,2,2
3633,0.6249801,2,0
3634,0.6249684,2,2
3635,0.62498367,2,2
3636,0.6249085,2,0
3637,0.62481767,2,2
3638,0.62495047,2,1
3639,0.62497914,2,0
3640,0.6249736,2,0
3641,0.6249663,2,2
3642,0.62495923,2,0
3643,0.6249547,2,2
3644,0.62495655,2,1
3645,0.6248441,2,0
3646,0.62490886,2,0
3647,0.6249858,2,1
3648,0.6249485,2,2
3649,0.6249249,2,0
3650,0.6249075,2,0
3651,0.62496984,2,1
3652,0.62493175,2,2
3653,0.62486017,2,2
3654,0.624888,2,1
3655,0.62478983,2,0
3656,0.6249694,2,2
3657,0.6249572,2,2
3658,0.6249719,2,2
3659,0.62494123,2,2
3660,0.6248377,2,2
3661,0.6249506,2,1
3662,0.6249055,2,2
3663,0.6249587,2,2
3664,0.6249721,2,1
3665,0.62487924,2,2
3666,0.62484443,2,2
3667,0.6249628,2,2
3668,0.6249443,2,2
3669,0.62492263,2,1
3670,0.6248475,2,2
3671,0.62495744,2,1
3672,0.6249857,2,1
3673,0.6249889,2,0
3674,0.62497187,2,2
3675,0.6249449,2,2
3676,0.62499374,2,2
3677,0.62496346,2,0
3678,0.62493324,2,1
3679,0.624937,2,2
3680,0.62489223,2,2
3681,0.6249281,2,2
3682,0.62496006,2,2
3683,0.62490815,2,2
3684,0.6249512,2,0
3685,0.62496126,2,1
3686,0.62497085,2,1
3687,0.62495637,2,2
3688,0.62494487,2,2
3689,0.62488204,2,2
3690,0.62496483,2,2
3691,0.6249624,2,2
3692,0.624964,2,1
3693,0.62488174,2,2
3694,0.6249329,2,2
3695,0.6249282,2,0
3696,0.6249847,2,1
3697,0.6248206,2,2
3698,0.62495595,2,2
3699,0.62494856,2,2
3700,0.62496954,2,0
3701,0.62501967,2,0
3702,0.6249671,2,1
3703,0.62483615,2,2
3704,0.624962,2,2
3705,0.6249424,2,2
3706,0.6249288,2,2
3707,0.6249852,2,0
3708,0.62497246,2,0
3709,0.62490755,2,2
3710,0.62491494,2,2
3711,0.62494665,2,2
3712,0.6248881,2,1
3713,0.6248613,2,2
3714,0.6249782,2,1
3715,0.6250118,2,0
3716,0.62497425,2,0
3717,0.6249233,2,2
3718,0.6249804,2,2
3719,0.6249471,2,2
3720,0.62495446,2,0
3721,0.6249266,2,0
3722,0.6249139,2,0
3723,0.6249121,2,0
3724,0.6249729,2,2
3725,0.62493896,2,2
3726,0.6249577,2,0
3727,0.62482256,2,2
3728,0.6248961,2,2
3729,0.6249778,2,0
3730,0.62492543,2,1
3731,0.62486225,2,2
3732,0.62496805,2,0
3733,0.6249664,2,2
3734,0.6248971,2,2
3735,0.62489694,2,2
3736,0.6249484,2,2
3737,0.6249203,2,2
3738,0.6248065,2,2
3739,0.6249769,2,0
3740,0.6249912,2,2
3741,0.624969,2,2
3742,0.62491924,2,1
3743,0.62496656,2,2
3744,0.62493944,2,2
3745,0.624935,2,2
3746,0.6249789,2,2
3747,0.6249911,2,0
3748,0.6248982,2,2
3749,0.6249597,2,2
3750,0.6247595,2,0
3751,0.6249615,2,2
3752,0.62493235,2,2
3753,0.62496173,2,2
3754,0.62491935,2,2
3755,0.62492675,2,0
3756,0.62498176,2,0
3757,0.624931,2,2
3758,0.6249008,2,2
3759,0.6249662,2,1
3760,0.6249511,2,1
3761,0.6249514,2,2
3762,0.62496877,2,2
3763,0.62492913,2,2
3764,0.624934,2,1
3765,0.62492466,2,2
3766,0.62493795,2,1
3767,0.6249671,2,2
3768,0.62499964,2,2
3769,0.6249804,2,2
3770,0.62496454,2,1
3771,0.6249264,2,1
3772,0.624941,2,2
3773,0.62495196,2,1
3774,0.6247902,2,1
3775,0.6249643,2,2
3776,0.62495774,2,0
3777,0.62496823,2,1
3778,0.62495655,2,0
3779,0.624981,2,0
3780,0.62491375,2,2
3781,0.62494594,2,2
3782,0.6249692,2,2
3783,0.62479883,2,2
3784,0.624934,2,1
3785,0.6249594,2,2
3786,0.62491417,2,0
3787,0.6249343,2,2
3788,0.6249557,2,2
3789,0.6249468,2,0
3790,0.624932,2,2
3791,0.62485826,2,0
3792,0.62497056,2,0
3793,0.62494165,2,2
3794,0.62491393,2,0
3795,0.6249901,2,2
3796,0.62492263,2,2
3797,0.62495685,2,0
3798,0.624962,2,0
3799,0.62492114,2,2
3800,0.6249399,2,1
3801,0.6249611,2,0
3802,0.624972,2,1
3803,0.62496394,2,2
3804,0.6249875,2,2
3805,0.62495524,2,1
3806,0.6248944,2,1
3807,0.6249564,2,2
3808,0.62497514,2,0
3809,0.62494195,2,2
3810,0.6249637,2,2
3811,0.62493837,2,0
3812,0.6249553,2,2
3813,0.6249445,2,0
3814,0.6249636,2,0
3815,0.62495106,2,2
3816,0.6249417,2,1
3817,0.62487924,2,2
3818,0.62490153,2,2
3819,0.6249619,2,0
3820,0.624959,2,2
3821,0.62496567,2,2
3822,0.62498325,2,2
3823,0.6249612,2,2
3824,0.6249329,2,0
3825,0.6249205,2,2
3826,0.6249598,2,0
3827,0.6249632,2,2
3828,0.6249661,2,2
3829,0.62497395,2,1
3830,0.6248595,2,2
3831,0.6249618,2,1
3832,0.6249319,2,2
3833,0.6249667,2,2
3834,0.62484354,2,0
3835,0.62497735,2,1
3836,0.62492615,2,2
3837,0.6249585,2,1
3838,0.62497175,2,2
3839,0.6248017,2,2
3840,0.6249035,2,0
3841,0.6249717,2,1
3842,0.6249753,2,1
3843,0.62496,2,2
3844,0.6249692,2,1
3845,0.6249335,2,2
3846,0.62491536,2,2
3847,0.6249502,2,2
3848,0.62497395,2,0
3849,0.62477607,2,2
3850,0.624901,2,2
3851,0.6249415,2,2
3852,0.62497216,2,0
3853,0.62498134,2,2
3854,0.6249845,2,2
3855,0.6249647,2,0
3856,0.624949,2,0
3857,0.62495416,2,2
3858,0.6248765,2,2
3859,0.62497324,2,1
3860,0.624968,2,0
3861,0.6249024,2,2
3862,0.62495154,2,2
3863,0.62497324,2,2
3864,0.6249375,2,2
3865,0.6249373,2,2
3866,0.624895,2,2
3867,0.6249343,2,0
3868,0.6249672,2,0
3869,0.62488323,2,1
3870,0.6248684,2,0
3871,0.6248648,2,2
3872,0.62498116,2,2
3873,0.6249788,2,0
3874,0.6249266,2,2
3875,0.6249825,2,1
3876,0.62497616,2,2
3877,0.6249138,2,2
3878,0.6249225,2,1
3879,0.6249724,2,2
3880,0.6249651,2,2
3881,0.6249594,2,2
3882,0.624898,2,2
3883,0.6249292,2,0
3884,0.6249592,2,2
3885,0.62496495,2,2
3886,0.62489134,2,2
3887,0.62493044,2,2
3888,0.6249784,2,1
3889,0.6248838,2,2
3890,0.6249236,2,2
3891,0.6248659,2,2
3892,0.62494516,2,2
3893,0.62497973,2,0
3894,0.62495667,2,0
3895,0.62492144,2,2
3896,0.62482846,2,2
3897,0.6249576,2,2
3898,0.6249935,2,2
3899,0.62481195,2,0
3900,0.6249649,2,2
3901,0.6249711,2,0
3902,0.6248213,2,0
3903,0.6249701,2,1
3904,0.6249719,2,2
3905,0.6249476,2,2
3906,0.62480587,2,2
3907,0.6249719,2,2
3908,0.6249017,2,2
3909,0.62494385,2,1
3910,0.6248624,2,2
3911,0.6249172,2,2
3912,0.6249164,2,2
3913,0.6248755,2,2
3914,0.62493056,2,2
3915,0.62496597,2,0
3916,0.6249941,2,1
3917,0.62497205,2,2
3918,0.6249505,2,2
3919,0.6249562,2,2
3920,0.6249566,2,1
3921,0.6248416,2,2
3922,0.6248929,2,2
3923,0.6249403,2,2
3924,0.6249239,2,2
3925,0.624931,2,2
3926,0.624983,2,2
3927,0.6249602,2,0
3928,0.624961,2,2
3929,0.6249637,2,0
3930,0.62497854,2,2
3931,0.6249854,2,2
3932,0.62482816,2,2
3933,0.62493217,2,2
3934,0.62498444,2,1
3935,0.62494093,2,0
