conf,pred,true
0.66313195,2,0
0.6631326,2,2
0.663134,2,2
0.6631339,2,2
0.66313165,2,0
0.6631312,2,1
0.66313094,2,2
0.6631312,2,2
0.66313237,2,2
0.66313094,2,0
0.66313136,2,2
0.66313213,2,1
0.663131,2,2
0.66313475,2,2
0.66313004,2,2
0.66313213,2,2
0.6631336,2,2
0.6631315,2,2
0.6631319,2,0
0.6631313,2,2
0.663131,2,2
0.66313076,2,0
0.6631309,2,2
0.66313016,2,1
0.6631329,2,2
0.66313195,2,1
0.66312766,2,2
0.6631332,2,2
0.6631307,2,2
0.6631307,2,2
0.6631304,2,2
0.6631315,2,0
0.66313213,2,2
0.6631318,2,2
0.66313076,2,2
0.663134,2,2
0.6631312,2,0
0.6631302,2,2
0.6631319,2,2
0.6631345,2,2
0.66313165,2,0
0.663129,2,2
0.6631378,2,2
0.66313046,2,1
0.66313136,2,1
0.6631314,2,2
0.66313225,2,0
0.663132,2,1
0.66313434,2,2
0.66311574,2,1
0.6631312,2,0
0.66312915,2,0
0.6631324,2,2
0.6631304,2,2
0.663131,2,2
0.66313356,2,2
0.663133,2,2
0.6631335,2,0
0.66313213,2,2
0.663131,2,2
0.6631318,2,2
0.6631313,2,2
0.6631302,2,2
0.6631335,2,2
0.66313094,2,1
0.6631344,2,2
0.663131,2,1
0.66312003,2,1
0.6631302,2,2
0.66313446,2,2
0.6631312,2,0
0.6631309,2,0
0.6631304,2,2
0.6631307,2,0
0.6631323,2,2
0.66313267,2,2
0.6631337,2,2
0.6631316,2,1
0.66313183,2,2
0.6631315,2,2
0.6631312,2,2
0.6631328,2,2
0.6631324,2,0
0.6631332,2,2
0.6631334,2,2
0.6631323,2,2
0.6631315,2,1
0.6631312,2,2
0.6631329,2,2
0.663131,2,0
0.66313136,2,2
0.6631318,2,2
0.6631304,2,2
0.663132,2,2
0.6631307,2,1
0.66313225,2,2
0.66313267,2,2
0.66313165,2,2
0.66313213,2,1
0.66313356,2,2
0.6631296,2,0
0.6631311,2,2
0.6631206,2,1
0.66313165,2,2
0.6631315,2,2
0.6631328,2,2
0.663132,2,2
0.6631302,2,2
0.6631304,2,2
0.6631324,2,1
0.6631315,2,2
0.6631312,2,2
0.6631317,2,2
0.66313076,2,0
0.66313434,2,2
0.6631308,2,0
0.66313136,2,1
0.663132,2,2
0.66313165,2,0
0.6631307,2,2
0.6631303,2,2
0.6631307,2,1
0.66313124,2,1
0.663131,2,0
0.6631296,2,0
0.6631314,2,2
0.6631291,2,2
0.6631315,2,0
0.6631297,2,0
0.6631328,2,2
0.6631312,2,2
0.66313213,2,2
0.6631307,2,2
0.6631287,2,2
0.66313076,2,0
0.6631305,2,2
0.6631315,2,0
0.66313213,2,0
0.6631295,2,2
0.6631307,2,2
0.66313255,2,1
0.66313237,2,2
0.6631361,2,2
0.663132,2,2
0.66313106,2,0
0.66313267,2,2
0.66313213,2,1
0.6631321,2,1
0.66313136,2,1
0.6631315,2,2
0.66313404,2,2
0.6631316,2,2
0.6631324,2,0
0.6631332,2,2
0.66313314,2,2
0.6631334,2,2
0.6631331,2,2
0.6631308,2,2
0.6631309,2,2
0.66313195,2,1
0.663134,2,2
0.663132,2,2
0.66313136,2,2
0.6631333,2,2
0.66313076,2,2
0.6631326,2,0
0.6631313,2,2
0.66313154,2,2
0.6631312,2,2
0.66313326,2,1
0.663134,2,2
0.66312975,2,0
0.6631305,2,2
0.6631305,2,0
0.6631312,2,0
0.66313165,2,2
0.66313064,2,2
0.66313237,2,2
0.6631315,2,2
0.66313016,2,2
0.6631314,2,1
0.6631319,2,2
0.66313165,2,2
0.6631312,2,2
0.66313136,2,1
0.6631328,2,0
0.6631309,2,0
0.66313225,2,2
0.663131,2,2
0.663132,2,0
0.6631343,2,2
0.6631312,2,2
0.66313493,2,2
0.6631299,2,0
0.66312504,2,1
0.6631314,2,2
0.6631341,2,2
0.6631318,2,2
0.66313094,2,2
0.66313267,2,0
0.663134,2,2
0.66313106,2,1
0.66313255,2,2
0.6631333,2,2
0.6631302,2,1
0.6631318,2,1
0.66312987,2,0
0.66312987,2,2
0.663132,2,0
0.6631309,2,2
0.6631311,2,2
0.6631347,2,2
0.6631319,2,0
0.6631302,2,1
0.66312915,2,1
0.66313136,2,2
0.66313046,2,2
0.6631318,2,2
0.66313165,2,1
0.66312695,2,1
0.66313154,2,0
0.66313,2,2
0.6631322,2,0
0.66313094,2,2
0.6631331,2,2
0.66313154,2,1
0.6631302,2,0
0.663131,2,2
0.66313106,2,2
0.6631326,2,2
0.66313064,2,1
0.6631309,2,0
0.66313386,2,2
0.66313237,2,2
0.6631328,2,0
0.6631335,2,2
0.6631318,2,1
0.6631318,2,2
0.66313195,2,2
0.66312915,2,1
0.6631317,2,2
0.6631324,2,2
0.66313124,2,1
0.66313046,2,1
0.66313213,2,2
0.66313314,2,2
0.66313136,2,2
0.66313046,2,1
0.66313386,2,2
0.6631318,2,2
0.66313094,2,0
0.66313165,2,2
0.66313106,2,2
0.66313034,2,0
0.6631305,2,0
0.6631298,2,0
0.66313535,2,2
0.6631309,2,2
0.66313136,2,2
0.6631318,2,0
0.6631322,2,1
0.6631329,2,0
0.66313314,2,2
0.6631287,2,1
0.66313165,2,2
0.66313237,2,2
0.66313165,2,0
0.6631304,2,2
0.6631328,2,2
0.66313195,2,2
0.66313076,2,0
0.66313106,2,2
0.6631307,2,2
0.66313213,2,2
0.6631326,2,2
0.66313064,2,0
0.6631309,2,2
0.66313136,2,1
0.6631312,2,2
0.6631324,2,1
0.6631308,2,2
0.6631318,2,2
0.66313165,2,0
0.66313195,2,2
0.66313165,2,1
0.6631316,2,2
0.66313237,2,2
0.66313136,2,0
0.66313165,2,1
0.6631319,2,0
0.6631324,2,0
0.6631326,2,2
0.6631309,2,0
0.66313106,2,0
0.6631326,2,0
0.6631305,2,0
0.66313195,2,0
0.6631318,2,2
0.66313106,2,1
0.6631316,2,0
0.66313225,2,2
0.66313165,2,2
0.66312456,2,1
0.6631324,2,2
0.6631315,2,0
0.66313046,2,0
0.66312605,2,1
0.6631332,2,2
0.6631311,2,2
0.6631422,2,2
0.66312426,2,1
0.6631305,2,2
0.6631338,2,2
0.66313154,2,2
0.6631312,2,0
0.6631305,2,2
0.66313136,2,0
0.66313136,2,0
0.6631315,2,1
0.6631314,2,1
0.6631271,2,1
0.663134,2,2
0.6631327,2,2
0.66313195,2,0
0.6631314,2,0
0.6631318,2,0
0.6631304,2,0
0.66313004,2,2
0.66313016,2,0
0.66313094,2,1
0.6631322,2,2
0.6631317,2,2
0.6631331,2,2
0.66313195,2,2
0.66313094,2,1
0.66313195,2,2
0.6631308,2,0
0.66313255,2,2
0.6631307,2,0
0.66313195,2,2
0.6631352,2,2
0.6631314,2,2
0.6631333,2,2
0.66312987,2,2
0.6631337,2,2
0.6631307,2,2
0.6631322,2,2
0.66313004,2,1
0.663131,2,2
0.66312987,2,2
0.66313463,2,2
0.6631344,2,2
0.6631312,2,1
0.6631312,2,2
0.6631334,2,2
0.6631308,2,2
0.66313034,2,2
0.6631312,2,0
0.66313,2,1
0.6631307,2,2
0.66313046,2,1
0.6631335,2,2
0.6631287,2,0
0.66313004,2,2
0.66313165,2,2
0.66312695,2,1
0.663134,2,1
0.6631328,2,1
0.6631324,2,2
0.6631318,2,1
0.66313046,2,0
0.6631328,2,2
0.66311574,2,1
0.6631307,2,2
0.663132,2,2
0.6631354,2,2
0.66312957,2,2
0.6631297,2,1
0.6631315,2,2
0.6631312,2,2
0.6631324,2,1
0.6631336,2,2
0.6631314,2,1
0.66313094,2,2
0.66313386,2,1
0.6631309,2,0
0.66311955,2,1
0.6631335,2,2
0.6631326,2,0
0.6631322,2,2
0.6631319,2,2
0.6631332,2,2
0.66313094,2,2
0.6631343,2,2
0.6631312,2,1
0.6631309,2,0
0.6631318,2,2
0.66313094,2,2
0.66313577,2,2
0.6631329,2,1
0.66312927,2,1
0.6631305,2,1
0.6631304,2,2
0.66313094,2,2
0.6631329,2,1
0.66312003,2,0
0.66313136,2,2
0.6631328,2,2
0.66313136,2,2
0.6631324,2,0
0.66313213,2,0
0.6631188,2,1
0.6631307,2,2
0.6631314,2,2
0.6631316,2,2
0.66312945,2,2
0.6631317,2,1
0.6631307,2,0
0.66313046,2,2
0.6631316,2,2
0.6631315,2,2
0.66313255,2,2
0.6631292,2,2
0.6631316,2,0
0.66313696,2,2
0.66313004,2,0
0.6631277,2,2
0.66313004,2,2
0.663135,2,2
0.6631329,2,2
0.6631282,2,1
0.6631302,2,2
0.6631303,2,2
0.66313004,2,2
0.6631319,2,2
0.66313064,2,1
0.6631318,2,1
0.66313314,2,1
0.6631317,2,0
0.66313255,2,2
0.6631314,2,2
0.6631332,2,0
0.663133,2,2
0.66313255,2,0
0.66313076,2,2
0.6631324,2,0
0.66313225,2,2
0.66313225,2,0
0.6631337,2,2
0.66313213,2,1
0.6631315,2,2
0.66313154,2,2
0.6631322,2,1
0.6631312,2,2
0.66313124,2,2
0.6631314,2,0
0.6631347,2,2
0.6631297,2,1
0.66313255,2,0
0.66313225,2,2
0.6631318,2,0
0.66313004,2,2
0.663134,2,1
0.663134,2,2
0.6631329,2,2
0.6631312,2,2
0.6631322,2,1
0.6631332,2,0
0.6631327,2,0
0.66313136,2,2
0.6631301,2,2
0.66313195,2,2
0.6631304,2,0
0.6631313,2,2
0.6631315,2,2
0.66313046,2,2
0.663131,2,2
0.6631322,2,0
0.6631304,2,2
0.6631327,2,2
0.66313106,2,2
0.66313094,2,0
0.6631316,2,2
0.66313225,2,2
0.66313404,2,2
0.6631315,2,2
0.6631312,2,2
0.6631329,2,2
0.6631324,2,2
0.66313046,2,2
0.66313255,2,2
0.66312987,2,0
0.6631351,2,2
0.6631309,2,2
0.6631315,2,2
0.66313106,2,2
0.6631307,2,2
0.6631338,2,0
0.66313165,2,2
0.6631283,2,0
0.6631349,2,2
0.6631319,2,1
0.66312844,2,0
0.6631304,2,2
0.6631315,2,2
0.66312695,2,1
0.6631318,2,2
0.6631315,2,2
0.6631318,2,2
0.6631302,2,0
0.6631322,2,2
0.6631307,2,0
0.6631336,2,2
0.6631302,2,0
0.6631319,2,1
0.66312945,2,2
0.6631323,2,2
0.6631305,2,1
0.66313255,2,2
0.6631332,2,0
0.663132,2,2
0.6631322,2,2
0.6631354,2,2
0.6631287,2,1
0.6631313,2,2
0.6631309,2,2
0.66313016,2,1
0.6631323,2,0
0.6631327,2,0
0.66313255,2,1
0.6631324,2,2
0.66313267,2,2
0.66313136,2,0
0.6631344,2,2
0.6631307,2,0
0.6631335,2,0
0.6631309,2,2
0.66313136,2,2
0.663129,2,1
0.6631312,2,1
0.6631319,2,2
0.6631328,2,2
0.6631336,2,2
0.6631322,2,0
0.66313154,2,2
0.66313356,2,2
0.66313165,2,2
0.66312945,2,2
0.66313106,2,2
0.6631315,2,2
0.6631328,2,2
0.6631309,2,0
0.6631318,2,0
0.6631332,2,2
0.66313165,2,1
0.6631328,2,2
0.663131,2,1
0.66313076,2,2
0.66313034,2,0
0.663129,2,2
0.66313136,2,0
0.66313106,2,2
0.6631336,2,2
0.66313154,2,2
0.6631352,2,2
0.6631322,2,2
0.6631319,2,2
0.66313225,2,2
0.6631318,2,2
0.6631307,2,2
0.66313106,2,0
0.663131,2,0
0.6631312,2,2
0.6631309,2,2
0.66313267,2,0
0.66313046,2,1
0.66313225,2,2
0.66312855,2,1
0.6631322,2,2
0.6631322,2,2
0.66313213,2,2
0.6631318,2,2
0.66313094,2,1
0.6631316,2,2
0.6631312,2,0
0.6631318,2,0
0.66313136,2,0
0.6631303,2,0
0.6631324,2,2
0.66313106,2,0
0.6631332,2,2
0.6631309,2,0
0.6631318,2,2
0.66313213,2,0
0.66313237,2,1
0.6631296,2,2
0.66313094,2,2
0.6631302,2,2
0.66313106,2,2
0.66313064,2,1
0.6631315,2,2
0.6631324,2,2
0.6631331,2,2
0.6631314,2,2
0.6631317,2,2
0.6631359,2,2
0.6631307,2,2
0.66313237,2,2
0.6631339,2,2
0.66313094,2,0
0.6631312,2,2
0.6631322,2,2
0.66313237,2,2
0.66313225,2,2
0.6631331,2,2
0.66313195,2,2
0.66313386,2,2
0.66313124,2,0
0.66313136,2,2
0.6631332,2,0
0.66313195,2,0
0.66313225,2,2
0.6631333,2,2
0.6631309,2,1
0.66313064,2,1
0.6631312,2,1
0.66313195,2,0
0.66313046,2,2
0.66313094,2,2
0.6631318,2,2
0.6631315,2,0
0.6631312,2,2
0.66313154,2,0
0.66313225,2,2
0.6631307,2,2
0.6631321,2,2
0.6631335,2,1
0.6631327,2,2
0.6631322,2,2
0.66313004,2,0
0.6631312,2,2
0.66313094,2,2
0.663134,2,2
0.66311616,2,0
0.66313255,2,1
0.6631307,2,1
0.66313386,2,2
0.6631321,2,2
0.6631337,2,2
0.66312844,2,0
0.6631303,2,0
0.66313136,2,2
0.6631326,2,2
0.66313165,2,2
0.6631312,2,2
0.66313195,2,2
0.66313004,2,2
0.6631309,2,2
0.6631309,2,0
0.6631334,2,0
0.66313094,2,2
0.6631327,2,0
0.66313165,2,2
0.66313064,2,2
0.6631315,2,2
0.6631331,2,2
0.6631311,2,2
0.6631343,2,2
0.66313046,2,2
0.6631316,2,2
0.6631302,2,2
0.66313046,2,2
0.6631302,2,1
0.66313225,2,2
0.6631326,2,2
0.66313136,2,0
0.6631324,2,0
0.6631334,2,2
0.6631324,2,2
0.6631315,2,2
0.6631335,2,2
0.66313183,2,2
0.66313,2,2
0.6631328,2,2
0.6631304,2,1
0.6631332,2,2
0.66313267,2,2
0.6631334,2,2
0.6631322,2,0
0.6631315,2,0
0.6631315,2,2
0.6631356,2,2
0.6631324,2,1
0.6631324,2,0
0.6631313,2,1
0.6631312,2,2
0.66313183,2,0
0.66313356,2,2
0.6631338,2,2
0.66313106,2,1
0.6631335,2,2
0.6631316,2,2
0.6631316,2,1
0.66313004,2,2
0.66313165,2,2
0.66313094,2,0
0.66313106,2,0
0.6631304,2,2
0.66313213,2,2
0.66313154,2,2
0.6631319,2,2
0.6631328,2,2
0.66312003,2,1
0.6631312,2,2
0.6631321,2,2
0.663131,2,2
0.6631318,2,1
0.6631323,2,0
0.6631301,2,1
0.66313493,2,2
0.6631344,2,2
0.66313136,2,2
0.6631331,2,2
0.6631328,2,2
0.6631332,2,2
0.6631326,2,0
0.6631311,2,2
0.6631329,2,2
0.6631287,2,1
0.6631337,2,2
0.6631316,2,2
0.6631326,2,0
0.6631307,2,0
0.66312945,2,1
0.663131,2,1
0.66313094,2,1
0.663131,2,0
0.663132,2,2
0.6631318,2,1
0.66313165,2,2
0.6631332,2,2
0.66313034,2,0
0.6631331,2,2
0.6631322,2,2
0.6631316,2,0
0.6631318,2,2
0.6631322,2,1
0.6631302,2,2
0.6631309,2,0
0.66313535,2,2
0.6631314,2,2
0.66313213,2,2
0.6631318,2,2
0.6631336,2,2
0.6631328,2,2
0.66313165,2,0
0.6631309,2,1
0.6631319,2,2
0.6631312,2,2
0.66313213,2,0
0.6631294,2,2
0.6631324,2,2
0.663131,2,1
0.66313434,2,0
0.6631326,2,2
0.6631333,2,0
0.6631343,2,2
0.6631304,2,0
0.66313213,2,2
0.6631315,2,0
0.66312987,2,0
0.6631325,2,2
0.6631309,2,2
0.6631328,2,2
0.66313034,2,1
0.6631307,2,2
0.6631335,2,2
0.66313154,2,0
0.6631308,2,0
0.66313136,2,2
0.66313213,2,2
0.66313094,2,2
0.6631315,2,2
0.66313136,2,2
0.66313106,2,0
0.6631302,2,1
0.66313165,2,2
0.6631311,2,0
0.66313267,2,2
0.66313213,2,2
0.6631347,2,2
0.66313195,2,2
0.66313213,2,2
0.663134,2,2
0.6631329,2,2
0.66313004,2,2
0.6631318,2,0
0.66312945,2,2
0.66312885,2,1
0.6631324,2,0
0.6631308,2,0
0.66313255,2,2
0.66312623,2,1
0.66313034,2,2
0.66312844,2,1
0.66313165,2,2
0.6631305,2,1
0.6631288,2,0
0.6631312,2,0
0.6631302,2,1
0.6631307,2,1
0.6631318,2,2
0.6631324,2,2
0.6631316,2,0
0.6631302,2,2
0.66313183,2,0
0.66313136,2,0
0.66313136,2,2
0.66312236,2,1
0.6631307,2,2
0.66313094,2,1
0.66313136,2,1
0.66313237,2,2
0.66313165,2,2
0.66313076,2,2
0.6631319,2,2
0.6631318,2,2
0.6631335,2,2
0.66313004,2,2
0.66313195,2,2
0.66313106,2,2
0.6631332,2,2
0.6631321,2,1
0.66313213,2,2
0.6631305,2,2
0.66313183,2,2
0.66313004,2,1
0.66313136,2,2
0.6631378,2,2
0.6631305,2,2
0.6631326,2,2
0.6631314,2,2
0.6631333,2,0
0.66313213,2,2
0.6631319,2,2
0.6631326,2,0
0.6631316,2,0
0.66313237,2,2
0.6631328,2,2
0.6631334,2,2
0.66313106,2,2
0.6631356,2,2
0.6631324,2,2
0.6631305,2,2
0.663131,2,2
0.6631347,2,2
0.6631312,2,1
0.66313034,2,1
0.6631348,2,2
0.6631301,2,0
0.6631315,2,2
0.663133,2,2
0.6631324,2,0
0.6631312,2,2
0.66313154,2,2
0.66313106,2,0
0.6631324,2,2
0.6631312,2,0
0.66312987,2,2
0.6631307,2,2
0.6631317,2,2
0.6631318,2,2
0.66313165,2,2
0.66313136,2,0
0.6631322,2,2
0.6631334,2,2
0.6631299,2,2
0.6631322,2,0
0.6631324,2,2
0.6631318,2,0
0.66313034,2,2
0.6631304,2,2
0.6631322,2,1
0.6631318,2,2
0.6631309,2,2
0.66313106,2,0
0.66313106,2,2
0.66313004,2,2
0.6631307,2,0
0.6631327,2,1
0.66313124,2,1
0.6631302,2,2
0.6631324,2,2
0.6631332,2,2
0.6631319,2,0
0.6631302,2,2
0.66313106,2,0
0.6631337,2,2
0.66313136,2,2
0.6631305,2,2
0.66313046,2,1
0.66313195,2,1
0.66312945,2,2
0.6631307,2,2
0.66313213,2,2
0.66313136,2,0
0.66313094,2,0
0.6631302,2,0
0.6631309,2,2
0.6631322,2,2
0.663131,2,1
0.663131,2,2
0.6631303,2,2
0.6631307,2,1
0.66313046,2,2
0.6631329,2,2
0.6631312,2,1
0.66313064,2,0
0.6631331,2,2
0.66312146,2,2
0.6631323,2,2
0.66313255,2,0
0.6631318,2,0
0.66313,2,2
0.6631332,2,2
0.6631317,2,2
0.66312957,2,1
0.66312915,2,2
0.6631326,2,2
0.66313213,2,1
0.6631307,2,2
0.6631307,2,1
0.6631331,2,0
0.6631312,2,0
0.6631312,2,0
0.66313094,2,2
0.66313165,2,0
0.6631336,2,2
0.66313004,2,0
0.6631331,2,2
0.66312987,2,0
0.66313344,2,2
0.6631332,2,2
0.66313195,2,1
0.6631315,2,2
0.66313004,2,2
0.6631337,2,2
0.6631315,2,0
0.663131,2,2
0.6631317,2,2
0.6631336,2,2
0.6631326,2,2
0.6631302,2,0
0.6631348,2,2
0.66313213,2,2
0.6631305,2,0
0.66313076,2,2
0.6631342,2,2
0.66313356,2,2
0.6631302,2,2
0.6631316,2,2
0.66313016,2,2
0.6631324,2,1
0.6631324,2,2
0.6631305,2,0
0.6631316,2,2
0.6631326,2,2
0.6631302,2,2
0.6631307,2,2
0.66313136,2,0
0.6631305,2,2
0.66313094,2,2
0.663136,2,2
0.6631316,2,1
0.6631324,2,2
0.6631312,2,2
0.6631316,2,1
0.66313004,2,2
0.6631326,2,2
0.66313076,2,2
0.66313106,2,2
0.663134,2,2
0.6631316,2,0
0.6631315,2,2
0.66313076,2,2
0.6631319,2,2
0.663134,2,2
0.6631319,2,2
0.66313195,2,1
0.6631309,2,0
0.6631318,2,2
0.66313016,2,1
0.66312975,2,1
0.6631315,2,0
0.663131,2,1
0.6631305,2,2
0.6631324,2,2
0.6631328,2,2
0.66313213,2,2
0.66313004,2,2
0.66313165,2,0
0.66313154,2,1
0.6631312,2,2
0.66313016,2,2
0.66313106,2,1
0.6631318,2,2
0.66313165,2,0
0.6631324,2,2
0.66313314,2,0
0.6631318,2,2
0.6631322,2,2
0.66313106,2,0
0.6631312,2,0
0.66313064,2,0
0.66313165,2,2
0.6631319,2,0
0.66313165,2,2
0.6631326,2,2
0.66313076,2,2
0.6631312,2,2
0.66313136,2,0
0.6631305,2,0
0.66313195,2,2
0.66313094,2,2
0.6631299,2,2
0.66313094,2,0
0.66312957,2,0
0.66313106,2,2
0.6631321,2,2
0.663131,2,2
0.6631329,2,1
0.66313136,2,1
0.66313225,2,2
0.66313237,2,2
0.6631322,2,2
0.6631321,2,1
0.66313165,2,2
0.6631315,2,1
0.66313046,2,2
0.663131,2,1
0.6631318,2,0
0.6631296,2,1
0.66313165,2,2
0.66313314,2,1
0.66313267,2,2
0.6631339,2,2
0.6631307,2,1
0.66313183,2,2
0.66313076,2,2
0.6631319,2,2
0.66313165,2,0
0.6631315,2,2
0.6631341,2,2
0.66313046,2,0
0.66313213,2,2
0.66313165,2,2
0.6631316,2,2
0.66313225,2,2
0.66311616,2,1
0.6631391,2,2
0.6631337,2,2
0.6631318,2,1
0.6631315,2,2
0.6631329,2,1
0.66313034,2,2
0.66313136,2,2
0.6631332,2,2
0.6631312,2,2
0.66313,2,2
0.663134,2,0
0.6631312,2,0
0.66312975,2,2
0.66313136,2,1
0.6631305,2,0
0.6631313,2,0
0.66313046,2,1
0.6631305,2,2
0.6631305,2,2
0.6631324,2,0
0.6631331,2,2
0.66313064,2,1
0.6631324,2,1
0.6631323,2,2
0.6631311,2,0
0.6631329,2,2
0.6631304,2,2
0.663133,2,2
0.66313136,2,0
0.66313136,2,2
0.66312927,2,2
0.6631304,2,2
0.6631322,2,2
0.66313267,2,2
0.6631305,2,2
0.6631304,2,2
0.6631316,2,0
0.6631329,2,2
0.6631315,2,0
0.663133,2,2
0.6631315,2,2
0.6631316,2,0
0.66312987,2,0
0.6631309,2,2
0.66313446,2,2
0.66313416,2,2
0.66313195,2,2
0.6631307,2,0
0.663133,2,2
0.66313076,2,0
0.66313076,2,2
0.6631318,2,1
0.6631319,2,2
0.6631353,2,2
0.66313165,2,2
0.6631316,2,2
0.66313064,2,2
0.6631324,2,2
0.6631321,2,2
0.6631307,2,2
0.6631313,2,2
0.66313213,2,2
0.6631332,2,2
0.66313213,2,1
0.66313136,2,2
0.66313106,2,1
0.66313094,2,2
0.6631307,2,0
0.66313046,2,2
0.6631316,2,2
0.6631299,2,1
0.66313076,2,2
0.66312975,2,1
0.6631263,2,1
0.6631302,2,2
0.66313094,2,2
0.6631318,2,1
0.6631312,2,0
0.6631319,2,2
0.66313165,2,0
0.66313255,2,0
0.6631312,2,0
0.6631295,2,2
0.66313225,2,2
0.6631305,2,0
0.6631309,2,2
0.66313165,2,2
0.66313034,2,0
0.66313136,2,2
0.6631305,2,0
0.6631326,2,2
0.66313225,2,2
0.6631341,2,2
0.6631305,2,2
0.66313136,2,1
0.66313124,2,2
0.66313106,2,2
0.6631315,2,1
0.66313034,2,2
0.6631315,2,2
0.66313356,2,0
0.6631305,2,2
0.66313165,2,2
0.66313285,2,2
0.66313136,2,2
0.6631303,2,2
0.66313195,2,0
0.6631331,2,2
0.66313607,2,2
0.6631333,2,2
0.66312844,2,2
0.66313094,2,2
0.6631295,2,1
0.6631328,2,0
0.663132,2,2
0.6631309,2,2
0.6631335,2,2
0.6631302,2,1
0.66313165,2,0
0.6631298,2,2
0.66312003,2,1
0.66313314,2,2
0.66313046,2,1
0.6631315,2,2
0.6631305,2,2
0.6631318,2,2
0.66313136,2,2
0.6631322,2,2
0.6631326,2,2
0.6631326,2,2
0.66313463,2,2
0.6631313,2,2
0.6631309,2,1
0.6631322,2,1
0.6631274,2,0
0.6631337,2,2
0.663132,2,0
0.6631347,2,2
0.6631279,2,0
0.66313136,2,2
0.6631315,2,2
0.6631322,2,1
0.66313213,2,2
0.6631307,2,0
0.6631337,2,2
0.66313195,2,1
0.6631313,2,2
0.6631336,2,0
0.6631315,2,2
0.6631314,2,2
0.66313106,2,2
0.6631316,2,0
0.66313165,2,2
0.66313064,2,2
0.6631309,2,2
0.6631305,2,2
0.66312987,2,2
0.6631282,2,1
0.66313136,2,2
0.6631309,2,2
0.6631318,2,2
0.66312945,2,0
0.66313195,2,0
0.66313225,2,0
0.66313136,2,2
0.663133,2,0
0.66313136,2,0
0.6631309,2,2
0.6631315,2,1
0.6631302,2,0
0.663132,2,0
0.66313165,2,1
0.6631305,2,1
0.66313165,2,2
0.6631321,2,2
0.6631317,2,2
0.6631309,2,1
0.66312945,2,2
0.6631323,2,0
0.663131,2,0
0.6631314,2,1
0.6631297,2,0
0.6631302,2,1
0.66313523,2,2
0.66312975,2,2
0.6631315,2,0
0.6631307,2,0
0.66313106,2,2
0.6631307,2,2
0.66313195,2,2
0.66313195,2,0
0.6631318,2,2
0.6631309,2,2
0.6631312,2,1
0.6631305,2,2
0.6631321,2,0
0.66313094,2,2
0.6631326,2,2
0.6631312,2,0
0.6631319,2,2
0.66312945,2,1
0.66312915,2,0
0.6631307,2,0
0.66313213,2,0
0.6631315,2,2
0.66313213,2,2
0.66312987,2,2
0.66313124,2,2
0.663129,2,0
0.6631304,2,0
0.66313004,2,1
0.6631326,2,0
0.66313213,2,0
0.66313124,2,2
0.6631315,2,1
0.6631307,2,0
0.663128,2,1
0.6631302,2,0
0.6631304,2,2
0.6631304,2,0
0.66313195,2,2
0.66313034,2,0
0.6631307,2,1
0.6631325,2,2
0.66313154,2,0
0.6631326,2,2
0.6631305,2,2
0.6631311,2,0
0.6631304,2,0
0.6631304,2,2
0.66313124,2,2
0.663132,2,0
0.66313034,2,1
0.66313034,2,2
0.6631309,2,2
0.66313165,2,1
0.6631322,2,2
0.6631318,2,2
0.6631317,2,2
0.6631319,2,2
0.663131,2,2
0.6631331,2,0
0.6631312,2,2
0.6631324,2,2
0.6631301,2,2
0.66313136,2,1
0.6631326,2,2
0.6631305,2,0
0.6631322,2,2
0.6631317,2,2
0.66313225,2,2
0.66313004,2,2
0.6631322,2,2
0.663131,2,0
0.6631335,2,2
0.6631326,2,2
0.6631309,2,2
0.66313136,2,2
0.6631312,2,2
0.6631331,2,2
0.6631329,2,2
0.66313004,2,2
0.6631308,2,0
0.66313213,2,2
0.6631314,2,2
0.66313106,2,2
0.66313255,2,2
0.66313183,2,0
0.66313195,2,0
0.6631309,2,0
0.6631321,2,2
0.66313016,2,0
0.6631309,2,1
0.6631307,2,2
0.66313213,2,2
0.66313165,2,0
0.66313094,2,2
0.66312957,2,0
0.66313213,2,0
0.66312253,2,1
0.6631351,2,2
0.6631311,2,1
0.66312987,2,1
0.6631329,2,1
0.6631321,2,2
0.6631324,2,1
0.66313004,2,2
0.6631324,2,0
0.66313034,2,2
0.6631324,2,2
0.6631326,2,2
0.663128,2,0
0.66313195,2,0
0.6631313,2,2
0.66313463,2,2
0.66313016,2,1
0.6631304,2,2
0.6631329,2,2
0.66313165,2,0
0.66313094,2,2
0.66312975,2,0
0.6631307,2,0
0.6631316,2,2
0.6631307,2,2
0.6631305,2,2
0.6631325,2,0
0.6631312,2,2
0.6631312,2,2
0.66313165,2,2
0.6631279,2,1
0.66313386,2,2
0.6631309,2,2
0.66313136,2,2
0.6631312,2,2
0.66313004,2,1
0.66313195,2,0
0.66313106,2,2
0.66313267,2,2
0.6631334,2,2
0.66313136,2,0
0.66313064,2,0
0.6631312,2,2
0.6631307,2,1
0.66313076,2,2
0.66313136,2,2
0.6631318,2,1
0.6631302,2,2
0.66313165,2,0
0.66313225,2,2
0.66313416,2,0
0.66313195,2,0
0.66313136,2,1
0.66313136,2,2
0.66313076,2,1
0.66313046,2,1
0.6631298,2,0
0.6631319,2,1
0.6631305,2,0
0.66312927,2,1
0.6631233,2,1
0.66313195,2,2
0.6631309,2,2
0.6631332,2,2
0.66313154,2,2
0.6631315,2,2
0.663131,2,0
0.6631318,2,0
